#CNS11643,Sinopac,Unicode,Unisys,Word
01-4433,535C,535C,A452,卜
01-4435,4E09,4E09,A454,三
01-4436,4E0B,4E0B,A455,下
01-4438,4E0A,4E0A,A457,上
01-443A,4E38,4E38,A459,丸
01-443B,51E1,51E1,A45A,凡
01-443D,4E48,4E48,A45C,么
01-443E,4E5F,4E5F,A45D,也
01-443F,4E5E,4E5E,A45E,乞
01-4440,4E8E,4E8E,A45F,于
01-4442,5140,5140,A461,兀
01-4443,5203,5203,A462,刃
01-4445,5343,5343,A464,千
01-4446,53C9,53C9,A465,叉
01-4448,571F,571F,A467,土
01-444A,5915,5915,A469,夕
01-444B,5927,5927,A46A,大
01-444D,5B50,5B50,A46C,子
01-444E,5B51,5B51,A46D,孑
01-4451,5C0F,5C0F,A470,小
01-4452,5C22,5C22,A471,尢
01-4453,5C38,5C38,A472,尸
01-4454,5C71,5C71,A473,山
01-4455,5DDD,5DDD,A474,川
01-4457,5DF1,5DF1,A476,己
01-4459,5DF3,5DF3,A478,巳
01-445C,5EFE,5EFE,A47B,廾
01-445F,624D,624D,A47E,才
01-4460,4E11,4E11,A4A1,丑
01-4462,4E0D,4E0D,A4A3,不
01-4463,4E2D,4E2D,A4A4,中
01-4465,4E39,4E39,A4A6,丹
01-4466,4E4B,4E4B,A4A7,之
01-4467,5C39,5C39,A4A8,尹
01-4468,4E88,4E88,A4A9,予
01-446E,4EC1,4EC1,A4AF,仁
01-446F,4EC0,4EC0,A4B0,什
01-4470,4EC3,4EC3,A4B1,仃
01-4472,4EC7,4EC7,A4B3,仇
01-4473,4ECD,4ECD,A4B4,仍
01-4475,4ECB,4ECB,A4B6,介
01-4476,4EC4,4EC4,A4B7,仄
01-4478,5141,5141,A4B9,允
01-447A,516D,516D,A4BB,六
01-447B,516E,516E,A4BC,兮
01-447D,5197,5197,A4BE,冗
01-447E,51F6,51F6,A4BF,凶
01-4521,5206,5206,A4C0,分
01-4522,5207,5207,A4C1,切
01-4524,52FB,52FB,A4C3,勻
01-4525,52FE,52FE,A4C4,勾
01-4526,52FF,52FF,A4C5,勿
01-4527,5316,5316,A4C6,化
01-4528,5339,5339,A4C7,匹
01-4529,5348,5348,A4C8,午
01-452C,535E,535E,A4CB,卞
01-452F,53CA,53CA,A4CE,及
01-4530,53CD,53CD,A4CF,反
01-4531,58EC,58EC,A4D0,壬
01-4532,5929,5929,A4D1,天
01-4534,592A,592A,A4D3,太
01-4535,592D,592D,A4D4,夭
01-4536,5B54,5B54,A4D5,孔
01-4537,5C11,5C11,A4D6,少
01-4538,5C24,5C24,A4D7,尤
01-4539,5C3A,5C3A,A4D8,尺
01-453C,5E7B,5E7B,A4DB,幻
01-453F,5F15,5F15,A4DE,引
01-4540,5FC3,5FC3,A4DF,心
01-4541,6208,6208,A4E0,戈
01-4544,624E,624E,A4E3,扎
01-4545,652F,652F,A4E4,支
01-4546,6587,6587,A4E5,文
01-4547,6597,6597,A4E6,斗
01-4548,65A4,65A4,A4E7,斤
01-4549,65B9,65B9,A4E8,方
01-454C,6708,6708,A4EB,月
01-454D,6728,6728,A4EC,木
01-454F,6B62,6B62,A4EE,止
01-4552,6BD4,6BD4,A4F1,比
01-4553,6BDB,6BDB,A4F2,毛
01-455A,7247,7247,A4F9,片
01-455B,7259,7259,A4FA,牙
01-455E,738B,738B,A4FD,王
01-4561,4E15,4E15,A541,丕
01-4562,4E14,4E14,A542,且
01-4566,4E4F,4E4F,A546,乏
01-4568,4EE5,4EE5,A548,以
01-4569,4ED8,4ED8,A549,付
01-456A,4ED4,4ED4,A54A,仔
01-456C,4ED6,4ED6,A54C,他
01-456F,4EE4,4EE4,A54F,令
01-4570,4ED9,4ED9,A550,仙
01-4571,4EDE,4EDE,A551,仞
01-4572,5145,5145,A552,充
01-4575,518A,518A,A555,冊
01-4576,51AC,51AC,A556,冬
01-4577,51F9,51F9,A557,凹
01-4578,51FA,51FA,A558,出
01-4579,51F8,51F8,A559,凸
01-457A,520A,520A,A55A,刊
01-457C,529F,529F,A55C,功
01-4621,5317,5317,A55F,北
01-4622,531D,531D,A560,匝
01-4625,5349,5349,A563,卉
01-4626,5361,5361,A564,卡
01-4627,5360,5360,A565,占
01-4628,536F,536F,A566,卯
01-4629,536E,536E,A567,卮
01-462D,53F3,53F3,A56B,右
01-462F,53EE,53EE,A56D,叮
01-4631,53E8,53E8,A56F,叨
01-4632,53FC,53FC,A570,叼
01-4635,53EB,53EB,A573,叫
01-4636,53E6,53E6,A574,另
01-4637,53EA,53EA,A575,只
01-4638,53F2,53F2,A576,史
01-4639,53F1,53F1,A577,叱
01-463D,53FB,53FB,A57B,叻
01-463F,56DA,56DA,A57D,囚
01-4642,5931,5931,A5A2,失
01-4645,5B55,5B55,A5A5,孕
01-4646,5B83,5B83,A5A6,它
01-4648,5DE8,5DE8,A5A8,巨
01-464D,5E73,5E73,A5AD,平
01-464E,5E7C,5E7C,A5AE,幼
01-464F,5F01,5F01,A5AF,弁
01-4650,5F18,5F18,A5B0,弘
01-4651,5F17,5F17,A5B1,弗
01-4652,5FC5,5FC5,A5B2,必
01-4653,620A,620A,A5B3,戊
01-4654,6253,6253,A5B4,打
01-4655,6254,6254,A5B5,扔
01-4657,6251,6251,A5B7,扑
01-4659,65E6,65E6,A5B9,旦
01-465A,672E,672E,A5BA,朮
01-465B,672C,672C,A5BB,本
01-465C,672A,672A,A5BC,未
01-4661,6C11,6C11,A5C1,民
01-4662,6C10,6C10,A5C2,氐
01-4663,6C38,6C38,A5C3,永
01-4664,6C41,6C41,A5C4,汁
01-4665,6C40,6C40,A5C5,汀
01-4667,72AF,72AF,A5C7,犯
01-4668,7384,7384,A5C8,玄
01-4669,7389,7389,A5C9,玉
01-466B,74E6,74E6,A5CB,瓦
01-466C,7518,7518,A5CC,甘
01-466D,751F,751F,A5CD,生
01-466F,7529,7529,A5CF,甩
01-4671,7531,7531,A5D1,由
01-4672,7532,7532,A5D2,甲
01-4675,767D,767D,A5D5,白
01-4677,76BF,76BF,A5D7,皿
01-4678,76EE,76EE,A5D8,目
01-4679,77DB,77DB,A5D9,矛
01-467D,79BE,79BE,A5DD,禾
01-4721,7ACB,7ACB,A5DF,立
01-4723,4E1F,4E1F,A5E1,丟
01-4724,4E52,4E52,A5E2,乒
01-4726,4E69,4E69,A5E4,乩
01-4727,4E99,4E99,A5E5,亙
01-4728,4EA4,4EA4,A5E6,交
01-472A,4EA5,4EA5,A5E8,亥
01-472B,4EFF,4EFF,A5E9,仿
01-472D,4F19,4F19,A5EB,伙
01-4731,4F10,4F10,A5EF,伐
01-4733,4F0F,4F0F,A5F1,伏
01-4734,4EF2,4EF2,A5F2,仲
01-4736,4EFB,4EFB,A5F4,任
01-4737,4EF0,4EF0,A5F5,仰
01-4738,4EF3,4EF3,A5F6,仳
01-473A,4F01,4F01,A5F8,企
01-473B,4F0B,4F0B,A5F9,伋
01-473D,5147,5147,A5FB,兇
01-4741,5171,5171,A640,共
01-4743,51B0,51B0,A642,冰
01-4744,5217,5217,A643,列
01-4746,5212,5212,A645,划
01-4748,5216,5216,A647,刖
01-474B,5321,5321,A64A,匡
01-474D,5370,5370,A64C,印
01-4750,540F,540F,A64F,吏
01-4752,540A,540A,A651,吊
01-4753,5410,5410,A652,吐
01-4755,540B,540B,A654,吋
01-4757,5411,5411,A656,向
01-4759,5408,5408,A658,合
01-475A,5403,5403,A659,吃
01-475C,5406,5406,A65B,吆
01-475E,56E0,56E0,A65D,因
01-475F,56DE,56DE,A65E,回
01-4760,56DD,56DD,A65F,囝
01-4761,5733,5733,A660,圳
01-4763,5728,5728,A662,在
01-4765,572C,572C,A664,圬
01-4766,572F,572F,A665,圯
01-4767,5729,5729,A666,圩
01-4769,591A,591A,A668,多
01-476A,5937,5937,A669,夷
01-476C,5984,5984,A66B,妄
01-4771,5982,5982,A670,如
01-4773,5B57,5B57,A672,字
01-4776,5B88,5B88,A675,守
01-4777,5B85,5B85,A676,宅
01-477A,5C16,5C16,A679,尖
01-4823,5F1B,5F1B,A6A2,弛
01-4824,5FD9,5FD9,A6A3,忙
01-4826,620E,620E,A6A5,戎
01-4827,620C,620C,A6A6,戌
01-482B,625B,625B,A6AA,扛
01-482D,6536,6536,A6AC,收
01-4830,65EC,65EC,A6AF,旬
01-4833,66F3,66F3,A6B2,曳
01-4834,6709,6709,A6B3,有
01-4836,6734,6734,A6B5,朴
01-4837,6731,6731,A6B6,朱
01-483B,6B7B,6B7B,A6BA,死
01-483D,6C5D,6C5D,A6BC,汝
01-4843,6C55,6C55,A6C2,汕
01-4844,6C61,6C61,A6C3,污
01-4846,6C4D,6C4D,A6C5,汍
01-4847,6C4E,6C4E,A6C6,汎
01-484B,767E,767E,A6CA,百
01-484D,7C73,7C73,A6CC,米
01-484E,7CF8,7CF8,A6CD,糸
01-4850,7F8A,7F8A,A6CF,羊
01-4851,7FBD,7FBD,A6D0,羽
01-4852,8001,8001,A6D1,老
01-4855,8012,8012,A6D4,耒
01-4858,8089,8089,A6D7,肉
01-485A,808C,808C,A6D9,肌
01-485C,81EA,81EA,A6DB,自
01-485F,820C,820C,A6DE,舌
01-4860,821B,821B,A6DF,舛
01-4861,821F,821F,A6E0,舟
01-4862,826E,826E,A6E1,艮
01-4863,8272,8272,A6E2,色
01-4864,827E,827E,A6E3,艾
01-4867,884C,884C,A6E6,行
01-486B,4E32,4E32,A6EA,串
01-486D,4F4D,4F4D,A6EC,位
01-4870,4F57,4F57,A6EF,佗
01-4871,4F5E,4F5E,A6F0,佞
01-4872,4F34,4F34,A6F1,伴
01-4873,4F5B,4F5B,A6F2,佛
01-4874,4F55,4F55,A6F3,何
01-4876,4F50,4F50,A6F5,佐
01-4877,4F51,4F51,A6F6,佑
01-487B,4F43,4F43,A6FA,佃
01-487D,4F3C,4F3C,A6FC,似
01-4921,4F63,4F63,A6FE,佣
01-4924,4F2F,4F2F,A742,伯
01-4925,4F4E,4F4E,A743,低
01-4926,4F36,4F36,A744,伶
01-4929,4F48,4F48,A747,佈
01-492A,4F5A,4F5A,A748,佚
01-492C,514B,514B,A74A,克
01-4930,51B7,51B7,A74E,冷
01-4931,5225,5225,A74F,別
01-4934,522A,522A,A752,刪
01-4935,5228,5228,A753,刨
01-4936,52AB,52AB,A754,劫
01-4939,52AC,52AC,A757,劬
01-493A,5323,5323,A758,匣
01-493C,5375,5375,A75A,卵
01-4940,543E,543E,A75E,吾
01-4941,5426,5426,A75F,否
01-4944,5446,5446,A762,呆
01-262B,2474,2474,NULL,⑴
01-262D,2476,2476,NULL,⑶
01-2634,247D,247D,NULL,⑽
01-2635,2170,2170,NULL,ⅰ
01-2636,2171,2171,NULL,ⅱ
01-2637,2172,2172,NULL,ⅲ
01-2639,2174,2174,NULL,ⅴ
01-263A,2175,2175,NULL,ⅵ
01-263C,2177,2177,NULL,ⅷ
01-263E,2179,2179,NULL,ⅹ
01-2723,2F02,2F02,NULL,⼂
01-2725,2F04,2F04,NULL,⼄
01-2727,2F06,2F06,NULL,⼆
01-2729,2F08,2F08,NULL,⼈
01-272A,2F09,2F09,NULL,⼉
01-272C,2F0B,2F0B,NULL,⼋
01-272E,2F0D,2F0D,NULL,⼍
01-2732,2F11,2F11,NULL,⼑
01-2734,52F9,52F9,NULL,勹
01-2735,2F14,2F14,NULL,⼔
01-2736,2F15,2F15,NULL,⼕
01-2738,2F17,2F17,NULL,⼗
01-2739,2F18,2F18,NULL,⼘
01-273B,2F1A,2F1A,NULL,⼚
01-273C,2F1B,2F1B,NULL,⼛
01-273D,2F1C,2F1C,NULL,⼜
01-273E,2F1D,2F1D,NULL,⼝
01-273F,2F1E,2F1E,NULL,⼞
01-2740,2F1F,2F1F,NULL,⼟
01-2742,2F22,2F22,NULL,⼢
01-2745,2F25,2F25,NULL,⼥
01-2746,2F26,2F26,NULL,⼦
01-2749,2F29,2F29,NULL,⼩
01-274C,2F2C,2F2C,NULL,⼬
01-274E,2F2E,2F2E,NULL,⼮
01-274F,2F2F,2F2F,NULL,⼯
01-2750,2F30,2F30,NULL,⼰
01-2751,2F31,2F31,NULL,⼱
01-2753,2F33,2F33,NULL,⼳
01-2757,2F37,2F37,NULL,⼷
01-275A,2F3A,2F3A,NULL,⼺
01-2760,2F40,2F40,NULL,⽀
01-2762,2F42,2F42,NULL,⽂
01-2763,2F43,2F43,NULL,⽃
01-2765,2F45,2F45,NULL,⽅
01-2766,2F46,2F46,NULL,⽆
01-2767,2F47,2F47,NULL,⽇
01-2769,2F49,2F49,NULL,⽉
01-276A,2F4A,2F4A,NULL,⽊
01-276C,2F4C,2F4C,NULL,⽌
01-276E,2F4E,2F4E,NULL,⽎
01-276F,2F4F,2F4F,NULL,⽏
01-2771,2F51,2F51,NULL,⽑
01-2772,2F52,2F52,NULL,⽒
01-2774,2F54,2F54,NULL,⽔
01-2776,2F56,2F56,NULL,⽖
01-2778,2F58,2F58,NULL,⽘
01-277B,2F5B,2F5B,NULL,⽛
01-277D,2F5D,2F5D,NULL,⽝
01-2821,2F5F,2F5F,NULL,⽟
01-2823,2F61,2F61,NULL,⽡
01-2824,2F62,2F62,NULL,⽢
01-2827,2F65,2F65,NULL,⽥
01-282B,2F69,2F69,NULL,⽩
01-282D,2F6B,2F6B,NULL,⽫
01-2830,2F6E,2F6E,NULL,⽮
01-2831,2F6F,2F6F,NULL,⽯
01-2832,2F70,2F70,NULL,⽰
01-2835,2F73,2F73,NULL,⽳
01-2836,2F74,2F74,NULL,⽴
01-2838,2F76,2F76,NULL,⽶
01-2839,2F77,2F77,NULL,⽷
01-283A,2F78,2F78,NULL,⽸
01-283C,2F7A,2F7A,NULL,⽺
01-2840,2F7E,2F7E,NULL,⽾
01-2841,2F7F,2F7F,NULL,⽿
01-2842,2F80,2F80,NULL,⾀
01-2845,2F83,2F83,NULL,⾃
01-2846,2F84,2F84,NULL,⾄
01-2848,2F86,2F86,NULL,⾆
01-2849,2F87,2F87,NULL,⾇
01-284A,2F88,2F88,NULL,⾈
01-284B,2F89,2F89,NULL,⾉
01-284C,2F8A,2F8A,NULL,⾊
01-2853,2F91,2F91,NULL,⾑
01-2854,2F92,2F92,NULL,⾒
01-2857,2F95,2F95,NULL,⾕
01-285B,2F99,2F99,NULL,⾙
01-285D,2F9B,2F9B,NULL,⾛
01-285E,2F9C,2F9C,NULL,⾜
01-285F,2F9D,2F9D,NULL,⾝
01-2861,2F9F,2F9F,NULL,⾟
01-2865,2FA3,2FA3,NULL,⾣
01-2866,2FA4,2FA4,NULL,⾤
01-286A,2FA8,2FA8,NULL,⾨
01-286B,2FA9,2FA9,NULL,⾩
01-286C,2FAA,2FAA,NULL,⾪
01-286D,2FAB,2FAB,NULL,⾫
01-2870,2FAE,2FAE,NULL,⾮
01-2872,2FB0,2FB0,NULL,⾰
01-2875,2FB3,2FB3,NULL,⾳
01-2876,2FB4,2FB4,NULL,⾴
01-2878,2FB6,2FB6,NULL,⾶
01-2879,2FB7,2FB7,NULL,⾷
01-287A,2FB8,2FB8,NULL,⾸
01-287C,2FBA,2FBA,NULL,⾺
01-287E,2FBC,2FBC,NULL,⾼
01-2923,2FBF,2FBF,NULL,⾿
01-2925,2FC1,2FC1,NULL,⿁
01-2927,2FC3,2FC3,NULL,⿃
01-2928,2FC4,2FC4,NULL,⿄
01-292B,2FC7,2FC7,NULL,⿇
01-292C,2FC8,2FC8,NULL,⿈
01-292D,2FC9,2FC9,NULL,⿉
01-292E,2FCA,2FCA,NULL,⿊
01-2932,2FCE,2FCE,NULL,⿎
01-4945,5443,5443,A763,呃
01-4946,5433,5433,A764,吳
01-4949,541B,541B,A767,君
01-494A,5429,5429,A768,吩
01-494C,5439,5439,A76A,吹
01-4952,5420,5420,A770,吠
01-4953,543C,543C,A771,吼
01-4954,5440,5440,A772,呀
01-4955,5431,5431,A773,吱
01-4957,541F,541F,A775,吟
01-4958,542C,542C,A776,听
01-4959,56EA,56EA,A777,囪
01-495B,56E4,56E4,A779,囤
01-495D,574A,574A,A77B,坊
01-495E,5751,5751,A77C,坑
01-4960,574D,574D,A77E,坍
01-4961,5747,5747,A7A1,均
01-4963,573E,573E,A7A3,圾
01-4964,5750,5750,A7A4,坐
01-4965,574F,574F,A7A5,坏
01-4966,573B,573B,A7A6,圻
01-4967,58EF,58EF,A7A7,壯
01-4968,593E,593E,A7A8,夾
01-4969,599D,599D,A7A9,妝
01-496C,599E,599E,A7AC,妞
01-4970,598D,598D,A7B0,妍
01-4971,59A4,59A4,A7B1,妤
01-4974,59A5,59A5,A7B4,妥
01-4975,5B5D,5B5D,A7B5,孝
01-4976,5B5C,5B5C,A7B6,孜
01-4979,5B8C,5B8C,A7B9,完
01-497A,5B8B,5B8B,A7BA,宋
01-497C,5C2C,5C2C,A7BC,尬
01-4A22,5C3E,5C3E,A7C0,尾
01-4A24,5C91,5C91,A7C2,岑
01-4A28,5E0C,5E0C,A7C6,希
01-4A2B,5E8A,5E8A,A7C9,床
01-4A2C,5EF7,5EF7,A7CA,廷
01-4A2F,5F64,5F64,A7CD,彤
01-4A32,5F79,5F79,A7D0,役
01-4A34,5FCC,5FCC,A7D2,忌
01-4A38,5FEB,5FEB,A7D6,快
01-4A3B,6212,6212,A7D9,戒
01-4A3C,6211,6211,A7DA,我
01-4A3F,6296,6296,A7DD,抖
01-4A42,6289,6289,A7E0,抉
01-4A44,628A,628A,A7E2,把
01-4A48,6273,6273,A7E6,扳
01-4A4B,6298,6298,A7E9,折
01-4A4C,626E,626E,A7EA,扮
01-4A50,6286,6286,A7EE,抆
01-4A55,66F4,66F4,A7F3,更
01-4A56,675F,675F,A7F4,束
01-4A57,674E,674E,A7F5,李
01-4A59,6750,6750,A7F7,材
01-4A5D,675E,675E,A7FB,杞
01-4A5E,6749,6749,A7FC,杉
01-4A5F,6746,6746,A7FD,杆
01-4A60,6760,6760,A7FE,杠
01-4A64,6BCF,6BCF,A843,每
01-4A68,6C81,6C81,A847,沁
01-4A69,6C88,6C88,A848,沈
01-4A6F,6C90,6C90,A84E,沐
01-4A72,6C68,6C68,A851,汨
01-4A74,6C92,6C92,A853,沒
01-4A78,6C7E,6C7E,A857,汾
01-4A79,6C74,6C74,A858,汴
01-4A7B,6C76,6C76,A85A,汶
01-4A7C,6C8D,6C8D,A85B,沍
01-4B25,7078,7078,A862,灸
01-4B27,7261,7261,A864,牡
01-4B28,7260,7260,A865,牠
01-4B29,72C4,72C4,A866,狄
01-4B2A,72C2,72C2,A867,狂
01-4B2B,7396,7396,A868,玖
01-4B2C,752C,752C,A869,甬
01-4B35,79BF,79BF,A872,禿
01-4B37,7CFB,7CFB,A874,系
01-4B38,7F55,7F55,A875,罕
01-4B39,8096,8096,A876,肖
01-4B3A,8093,8093,A877,肓
01-4B3B,809D,809D,A878,肝
01-4B3C,8098,8098,A879,肘
01-4B48,8C46,8C46,A8A7,豆
01-4B49,8C55,8C55,A8A8,豕
01-4B4A,8C9D,8C9D,A8A9,貝
01-4B4B,8D64,8D64,A8AA,赤
01-4B4C,8D70,8D70,A8AB,走
01-4B50,8F9B,8F9B,A8AF,辛
01-4B51,8FB0,8FB0,A8B0,辰
01-4B52,8FC2,8FC2,A8B1,迂
01-4B53,8FC6,8FC6,A8B2,迆
01-4B54,8FC5,8FC5,A8B3,迅
01-4B55,8FC4,8FC4,A8B4,迄
01-4B56,5DE1,5DE1,A8B5,巡
01-4B57,9091,9091,A8B6,邑
01-4B5D,91C6,91C6,A8BC,釆
01-4B5E,91CC,91CC,A8BD,里
01-4B62,962A,962A,A8C1,阪
01-4B64,4E26,4E26,A8C3,並
01-4B65,4E56,4E56,A8C4,乖
01-4B66,4E73,4E73,A8C5,乳
01-4B67,4E8B,4E8B,A8C6,事
01-4B68,4E9B,4E9B,A8C7,些
01-4B6A,4EAB,4EAB,A8C9,享
01-4B6B,4EAC,4EAC,A8CA,京
01-4B72,4F9B,4F9B,A8D1,供
01-4B75,4F83,4F83,A8D4,侃
01-4B77,4F75,4F75,A8D6,併
01-4B78,4F88,4F88,A8D7,侈
01-4B79,4F69,4F69,A8D8,佩
01-4B7A,4F7B,4F7B,A8D9,佻
01-4B7B,4F96,4F96,A8DA,侖
01-4B7C,4F7E,4F7E,A8DB,佾
01-4C21,4F7A,4F7A,A8DE,佺
01-4C23,5152,5152,A8E0,兒
01-4C24,5155,5155,A8E1,兕
01-4C27,5176,5176,A8E4,其
01-4C2B,523B,523B,A8E8,刻
01-4C2C,5238,5238,A8E9,券
01-4C2E,523A,523A,A8EB,刺
01-4C2F,5230,5230,A8EC,到
01-4C30,522E,522E,A8ED,刮
01-4C31,5236,5236,A8EE,制
01-4C33,52BE,52BE,A8F0,劾
01-4C34,52BB,52BB,A8F1,劻
01-4C37,5353,5353,A8F4,卓
01-4C3B,5378,5378,A8F8,卸
01-4C3C,5379,5379,A8F9,卹
01-4C3E,53D4,53D4,A8FB,叔
01-4C3F,53D7,53D7,A8FC,受
01-4C40,5473,5473,A8FD,味
01-4C41,5475,5475,A8FE,呵
01-4C43,5478,5478,A941,呸
01-4C44,5495,5495,A942,咕
01-4C47,5477,5477,A945,呷
01-4C49,5492,5492,A947,咒
01-4C4B,547C,547C,A949,呼
01-4C4C,5490,5490,A94A,咐
01-4C4E,5476,5476,A94C,呶
01-4C4F,548C,548C,A94D,和
01-4C52,5468,5468,A950,周
01-4C56,56FA,56FA,A954,固
01-4C58,5777,5777,A956,坷
01-4C5A,5769,5769,A958,坩
01-4C60,5949,5949,A95E,奉
01-4C61,5947,5947,A95F,奇
01-4C64,5954,5954,A962,奔
01-4C6A,59D1,59D1,A968,姑
01-4C6C,59D0,59D0,A96A,姐
01-4C6E,59CB,59CB,A96C,始
01-4C70,59CA,59CA,A96E,姊
01-4C71,59AF,59AF,A96F,妯
01-4C73,59D2,59D2,A971,姒
01-4C74,59C5,59C5,A972,姅
01-4C77,5B63,5B63,A975,季
01-4C7A,5B98,5B98,A978,官
01-4C7B,5B9C,5B9C,A979,宜
01-4C7C,5B99,5B99,A97A,宙
01-4C7E,5C1A,5C1A,A97C,尚
01-4D21,5C48,5C48,A97D,屈
01-4D22,5C45,5C45,A97E,居
01-4D26,5CB8,5CB8,A9A4,岸
01-4D2A,5CB3,5CB3,A9A8,岳
01-4D2E,5E15,5E15,A9AC,帕
01-4D2F,5E1B,5E1B,A9AD,帛
01-4D31,5E78,5E78,A9AF,幸
01-4D32,5E9A,5E9A,A9B0,庚
01-4D36,5E96,5E96,A9B4,庖
01-4D3A,5F29,5F29,A9B8,弩
01-4D3E,5F7C,5F7C,A9BC,彼
01-4D3F,5FDD,5FDD,A9BD,忝
01-4D41,5FFD,5FFD,A9BF,忽
01-4D46,602F,602F,A9C4,怯
01-4D4A,6015,6015,A9C8,怕
01-4D4E,602B,602B,A9CC,怫
01-4D4F,601B,601B,A9CD,怛
01-4D50,6216,6216,A9CE,或
01-4D52,623F,623F,A9D0,房
01-4D53,623E,623E,A9D1,戾
01-4D54,6240,6240,A9D2,所
01-4D55,627F,627F,A9D3,承
01-4D57,62CC,62CC,A9D5,拌
01-4D58,62C4,62C4,A9D6,拄
01-4D59,62BF,62BF,A9D7,抿
01-4D5B,62B9,62B9,A9D9,抹
01-4D5C,62D2,62D2,A9DA,拒
01-4D5D,62DB,62DB,A9DB,招
01-4D61,62CB,62CB,A9DF,拋
01-4D62,62C8,62C8,A9E0,拈
01-4D63,62A8,62A8,A9E1,抨
01-4D64,62BD,62BD,A9E2,抽
01-4D66,62D0,62D0,A9E4,拐
01-4D67,62D9,62D9,A9E5,拙
01-4D69,62CD,62CD,A9E7,拍
01-4D6B,62DA,62DA,A9E9,拚
01-4D6E,62D6,62D6,A9EC,拖
01-4D71,62AC,62AC,A9EF,抬
01-4D72,62CE,62CE,A9F0,拎
01-4D73,653E,653E,A9F1,放
01-4D74,65A7,65A7,A9F2,斧
01-4D76,65FA,65FA,A9F4,旺
01-2933,2FCF,2FCF,NULL,⿏
01-293B,31A1,31A1,NULL,ㆡ
01-293D,31A3,31A3,NULL,ㆣ
01-293E,31A4,31A4,NULL,ㆤ
01-293F,31A5,31A5,NULL,ㆥ
01-2942,31A8,31A8,NULL,ㆨ
01-2943,31A9,31A9,NULL,ㆩ
01-2948,31AE,31AE,NULL,ㆮ
01-294B,31B1,31B1,NULL,ㆱ
01-294D,31B3,31B3,NULL,ㆳ
01-294E,31B4,31B4,NULL,ㆴ
01-294F,31B5,31B5,NULL,ㆵ
01-2950,31B6,31B6,NULL,ㆶ
01-2951,31B7,31B7,NULL,ㆷ
01-2954,3043,3043,NULL,ぃ
01-2955,3044,3044,NULL,い
01-2956,3045,3045,NULL,ぅ
01-2957,3046,3046,NULL,う
01-2958,3047,3047,NULL,ぇ
01-2959,3048,3048,NULL,え
01-295A,3049,3049,NULL,ぉ
01-295C,304B,304B,NULL,か
01-2962,3051,3051,NULL,け
01-2963,3052,3052,NULL,げ
01-2965,3054,3054,NULL,ご
01-2967,3056,3056,NULL,ざ
01-2968,3057,3057,NULL,し
01-296B,305A,305A,NULL,ず
01-296D,305C,305C,NULL,ぜ
01-296E,305D,305D,NULL,そ
01-2972,3061,3061,NULL,ち
01-2976,3065,3065,NULL,づ
01-2979,3068,3068,NULL,と
01-297A,3069,3069,NULL,ど
01-2A22,306F,306F,NULL,は
01-2A24,3071,3071,NULL,ぱ
01-2A28,3075,3075,NULL,ふ
01-2A29,3076,3076,NULL,ぶ
01-2A2A,3077,3077,NULL,ぷ
01-2A2D,307A,307A,NULL,ぺ
01-2A2E,307B,307B,NULL,ほ
01-2A30,307D,307D,NULL,ぽ
01-2A31,307E,307E,NULL,ま
01-2A33,3080,3080,NULL,む
01-2A35,3082,3082,NULL,も
01-2A36,3083,3083,NULL,ゃ
01-2A37,3084,3084,NULL,や
01-2A39,3086,3086,NULL,ゆ
01-2A3B,3088,3088,NULL,よ
01-2A3C,3089,3089,NULL,ら
01-2A3F,308C,308C,NULL,れ
01-2A40,308D,308D,NULL,ろ
01-2A45,3092,3092,NULL,を
01-2A46,3093,3093,NULL,ん
01-2A47,3094,3094,NULL,ゔ
01-2A49,309A,309A,NULL,゚
01-2A4A,309B,309B,NULL,゛
01-2A4B,309C,309C,NULL,゜
01-2A4C,309D,309D,NULL,ゝ
01-2A52,30A5,30A5,NULL,ゥ
01-2A54,30A7,30A7,NULL,ェ
01-2A58,30AB,30AB,NULL,カ
01-2A5A,30AD,30AD,NULL,キ
01-2A5D,30B0,30B0,NULL,グ
01-2A5E,30B1,30B1,NULL,ケ
01-2A60,30B3,30B3,NULL,コ
01-2A64,30B7,30B7,NULL,シ
01-2A69,30BC,30BC,NULL,ゼ
01-2A6A,30BD,30BD,NULL,ソ
01-2A6B,30BE,30BE,NULL,ゾ
01-2A6C,30BF,30BF,NULL,タ
01-2A6E,30C1,30C1,NULL,チ
01-2A70,30C3,30C3,NULL,ッ
01-2A71,30C4,30C4,NULL,ツ
01-2A73,30C6,30C6,NULL,テ
01-2A75,30C8,30C8,NULL,ト
01-2A76,30C9,30C9,NULL,ド
01-2A77,30CA,30CA,NULL,ナ
01-2A79,30CC,30CC,NULL,ヌ
01-2A7B,30CE,30CE,NULL,ノ
01-2A7C,30CF,30CF,NULL,ハ
01-2B21,30D2,30D2,NULL,ヒ
01-2B22,30D3,30D3,NULL,ビ
01-2B23,30D4,30D4,NULL,ピ
01-2B26,30D7,30D7,NULL,プ
01-2B28,30D9,30D9,NULL,ベ
01-2B29,30DA,30DA,NULL,ペ
01-2B2B,30DC,30DC,NULL,ボ
01-2B2D,30DE,30DE,NULL,マ
01-2B34,30E5,30E5,NULL,ュ
01-2B35,30E6,30E6,NULL,ユ
01-2B37,30E8,30E8,NULL,ヨ
01-2B38,30E9,30E9,NULL,ラ
